,注文確率,顧客名
5155.0,1.0,株式会社サンメンテナンス　
5141.0,1.0,新興建設株式会社
1391.0,1.0,東海物産株式会社
2394.0,1.0,トミタ自動車
2395.0,1.0,株式会社　モリマツ
2076.0,0.8,アトライズヨドガワ
1237.0,1.0,川島法律事務所　
2470.0,0.8,川野眼科
5242.0,0.8,近鉄名古屋統括　管理課
2032.0,0.8,後藤越朗税理士事務所
1744.0,0.6,Ｊ’ｓスタイル（美容室）
2668.0,0.8,北勢児童相談所
5157.0,1.0,三重北農業協同組合　本店２F
4301.0,1.0,エスエイ工機㈲
5088.0,0.8,オカキン㈱　
5091.0,1.0,株式会社トーカイ
5126.0,1.0,株式会社　鳥清
5097.0,1.0,ワールド自動車株式会社
5278.0,1.0,にえ歯科
1390.0,0.8,キョーワ調剤薬局★四日市西店
5299.0,1.0,吉村鉄工所
4533.0,1.0,八坂
4188.0,0.8,四日市商業高校　　今岡
5360.0,1.0,石薬師高校（大橋龍一）
5322.0,0.6,㈲ピーデム設計
2096.0,0.8,太平洋セメント四日市出荷センター
5159.0,0.8,協同海運
2713.0,0.8,マルヨシ陶器
5196.0,0.6,海星高校
5435.0,1.0,トミタ自動車　（塩浜店）
5269.0,0.6,トミタ自動車新正店
1303.0,0.8,㈱ファクター
5472.0,1.0,中日三重サービスセンター　四日市営業所
5476.0,0.6,知識一路（市民病院、警備）
4383.0,0.8,木村化工機（株）
5475.0,0.6,國澤（市民病院、警備）
1118.0,0.6,ダスキンはぎ
